"Month","corr_SH_Hang_Seng","corr_SH_Nikkei","corr_SH_KOSPI","corr_SH_STI","corr_SH_SP500"
"2003-01",0.473807621672009,0.253951656733675,0.303313217130826,0.369486804194494,0.120368857606626
"2003-02",0.415004780038264,0.21447459678747,0.245187476410075,0.342101491975347,0.0878925422754187
"2003-03",0.402509507686691,0.227826135251638,0.210353119860407,0.30902891401427,0.0875763509981008
"2003-04",0.269005972281117,0.171265291615847,0.163600628325661,0.18497502431627,0.0703693499401265
"2003-05",0.247918478752454,0.119658024375262,0.191135097223095,0.192633463779054,0.113358207257205
"2003-06",0.265743355902978,0.127407195599523,0.192126525635958,0.175861222998685,0.134197908682855
"2003-07",0.279681188435613,0.148417510032732,0.199423789836079,0.180689141901278,0.145662058350121
"2003-08",0.271315688135709,0.129120901307157,0.1778682959046,0.152688707272107,0.106332654843649
"2003-09",0.277701816050373,0.194734741896524,0.20926750242686,0.146816587993121,0.144587218610999
"2003-10",0.322788783324587,0.22161519854911,0.25173804212349,0.169715396741048,0.0872041382636942
"2003-11",0.348616856850026,0.226764877830892,0.228003490002942,0.223343079568921,0.0486935561676626
"2003-12",0.359724573840709,0.254096783484361,0.203005555426779,0.225636262017484,0.104028966172253
"2004-01",0.416360330086453,0.244775362884903,0.199657154116698,0.309000001727139,0.126163224256885
"2004-02",0.37362338388707,0.175736926239505,0.171852730664577,0.296622330905668,0.111389466303811
"2004-03",0.36290033061991,0.168843635707163,0.170504966417639,0.283477505327424,0.058542555155839
"2004-04",0.33396135664733,0.166191479121882,0.162445481761597,0.274699805047219,0.0607249754877434
"2004-05",0.37605768879409,0.274840691832605,0.267550911015289,0.346037792702506,0.134899550062019
"2004-06",0.390968918932329,0.285933247891526,0.310807801232594,0.350453625487705,0.127362831019685
"2004-07",0.351100499521028,0.21832692681305,0.249692258088215,0.320231140322602,0.0718137903089657
"2004-08",0.310031904384621,0.172843019457279,0.214427376240808,0.254323683987025,0.0756484167820974
"2004-09",0.270170622715002,0.109797335691987,0.14115947445933,0.214909108481033,0.0859944769023249
"2004-10",0.269467434311927,0.147085725671303,0.187954894520686,0.234733471410011,0.111401999406076
"2004-11",0.287231236300787,0.177703038284882,0.203530449783542,0.237402190944508,0.110148793494485
"2004-12",0.268075534342287,0.161398134839169,0.191909382340026,0.180921610734473,0.104475642403993
"2005-01",0.232743612255375,0.129359472225752,0.217369695702337,0.127246550043658,0.140181722217422
"2005-02",0.188940432982527,0.129736998813702,0.188819214159648,0.119683796107994,0.0821966702528255
"2005-03",0.25432212854322,0.138885222940313,0.195468623817917,0.122856432360474,0.065489565034625
"2005-04",0.317852050927578,0.224028619892782,0.266440996292402,0.187119015449538,0.0406043128881212
"2005-05",0.309324904331289,0.216135400891117,0.2247407525674,0.168501846451565,-0.0409722272738555
"2005-06",0.307386362947726,0.172826231728996,0.19171946144259,0.104520527445568,-0.0461662038802085
"2005-07",0.310443980680585,0.138821523487608,0.127226429482456,0.0573589471142533,-0.0359657415135613
"2005-08",0.368067184737487,0.162576137123873,0.144340036397749,0.0609823398614865,0.0165559044003062
"2005-09",0.412623927138813,0.179331049235233,0.209387838948477,0.121761287033547,0.0253199904024572
"2005-10",0.334028880062681,0.187096202460388,0.222659721596638,0.175417100265732,0.0193748869448677
"2005-11",0.35236610132306,0.20120244686953,0.281807861770363,0.234635575336998,0.0181867270805821
"2005-12",0.364311040475575,0.197558977353373,0.309000547012027,0.260193030024578,0.0381861835575572
"2006-01",0.350213094142517,0.219717409871375,0.296530404314033,0.297340302209593,0.0286852850248201
"2006-02",0.345704824550225,0.255289077845827,0.221766105470063,0.318275963198862,0.0382563615138174
"2006-03",0.394482982200683,0.26034069983493,0.224624839337369,0.31485375775491,0.0403127323147868
"2006-04",0.407269694043281,0.263267687836167,0.242560953656755,0.321621274894498,0.0983543067600011
"2006-05",0.312807103325893,0.196306878491783,0.162336591324668,0.214126965572133,0.125179507271878
"2006-06",0.270178780930612,0.200284660197028,0.160519706977131,0.160534462592217,0.0979705437101951
"2006-07",0.312630326125676,0.209166010724806,0.187019740844596,0.204849870419805,0.135116996303835
"2006-08",0.338497389954982,0.206601571050101,0.207886727075562,0.184414943061241,0.150252477911925
"2006-09",0.347738113672914,0.211546704050949,0.21590260061427,0.186160027131161,0.157561983774639
"2006-10",0.393473785483401,0.244809528770521,0.165064562755284,0.27656759501641,0.154304038746454
"2006-11",0.406123161710115,0.170657493689805,0.188752357538274,0.269477129669669,0.133079275987016
"2006-12",0.391215023044299,0.176546105972901,0.216702891903018,0.29119536502724,0.149170659857633
"2007-01",0.388820241845008,0.225417611028403,0.078940015738081,0.294313035859192,0.178877371357378
"2007-02",0.382172899453993,0.252031385333698,0.0780725939892542,0.271585146439522,0.165862945280103
"2007-03",0.383875522520421,0.254738039514255,0.149409973057904,0.286270658805226,0.306669169592474
"2007-04",0.424594105094295,0.263596713202573,0.227286873835627,0.340123026115725,0.286628257149432
"2007-05",0.4575807364838,0.308926035095866,0.340873776970021,0.394955289067564,0.271433585080283
"2007-06",0.389431042382269,0.282531979141678,0.261164880499464,0.328309348196158,0.134600120492713
"2007-07",0.370451629539331,0.20421041816224,0.221653788723789,0.301007358008285,0.146621777387108
"2007-08",0.384476002016187,0.226171163046279,0.269242951835406,0.300923273673468,0.0777838425677201
"2007-09",0.404471509521344,0.237763077129709,0.275075383817373,0.279104512248262,0.0599641119031157
"2007-10",0.389940804354581,0.220986883546096,0.269171430197608,0.249534128873782,0.0994711237582311
"2007-11",0.431917515998335,0.298461743176756,0.288712269318447,0.290687126575551,0.116645799674496
"2007-12",0.44349269746247,0.316168409118367,0.288630450066701,0.320071415030662,0.109799583451939
"2008-01",0.52631656925167,0.375967604108684,0.363820657146783,0.392914170648104,0.119881696045906
"2008-02",0.602450436443487,0.473070183620477,0.472848356121895,0.462738622903043,0.0941897779342557
"2008-03",0.565062785815113,0.412115619564343,0.429551464538273,0.394363548599081,0.0600090262239141
"2008-04",0.528380153738296,0.375134659118385,0.380234129002958,0.311908679312692,0.00501439442696858
"2008-05",0.514449261465991,0.294500128737041,0.311475171793776,0.239254136325332,0.00591364308017535
"2008-06",0.55339742593127,0.283060101777518,0.338698875429317,0.330230383718597,0.0738006826325104
"2008-07",0.547850272741785,0.316920756205138,0.354198376123012,0.373699062426127,0.0624555033472507
"2008-08",0.530272757208602,0.265774749578864,0.322404888481276,0.352148826933099,0.0108395403620926
"2008-09",0.523982822265945,0.28347065427427,0.321775535013314,0.346901271168119,0.0338239694341811
"2008-10",0.576322558220667,0.37175316132056,0.381983137965121,0.409675969715029,0.146772646191063
"2008-11",0.564615468254521,0.374981061509335,0.373688821773239,0.398133635721648,0.133731322605363
"2008-12",0.529614124904995,0.338540611353461,0.350050142836819,0.371962411791153,0.0877690556859467
"2009-01",0.530679488820217,0.347343612893382,0.371862136533311,0.372033614899195,0.0922235029403052
"2009-02",0.515682490772905,0.341986524999907,0.372065151653058,0.344665648890805,0.0508194851021545
"2009-03",0.504907236843243,0.308096859363253,0.36314551398944,0.316396339458874,0.0640949617007926
"2009-04",0.518270667966009,0.310574104280914,0.385021068974519,0.347335422801042,0.0783605242111316
"2009-05",0.574427921647601,0.349658929012182,0.403730645734147,0.436063341084922,0.120893498684451
"2009-06",0.557575823146983,0.336195249143246,0.381932313445356,0.413099425471794,0.132833860743922
"2009-07",0.48129762577091,0.251351994027261,0.362341210262581,0.349312625061639,0.0866749159959345
"2009-08",0.512848586609408,0.297443787908924,0.363028254072949,0.398442784600156,0.13450606991099
"2009-09",0.527372727685528,0.288375849019551,0.360597396322222,0.413635305218724,0.159804939460204
"2009-10",0.541192676867082,0.258242762887789,0.296248166416019,0.368594228786673,0.164385005161276
"2009-11",0.533267318624143,0.240109122774992,0.272123358703222,0.355543956804851,0.135908556048461
"2009-12",0.547034894464718,0.252025942604553,0.336869908742635,0.356523448256242,0.168351470513754
"2010-01",0.546374350373671,0.269002920588353,0.364061850283982,0.349277090742078,0.15501331949763
"2010-02",0.557505128185235,0.295549967143603,0.383161850948154,0.392655314386918,0.119663512299279
"2010-03",0.546553092275846,0.287649175933896,0.359533851752442,0.375489559488854,0.114604056003858
"2010-04",0.563842868680687,0.328231889579225,0.374981002954128,0.395572178043907,0.132738567238534
"2010-05",0.602604063833749,0.388473998407846,0.471681131182793,0.429797182097023,0.254948087496519
"2010-06",0.5788836898016,0.34180776748675,0.439706036103008,0.392935498006279,0.237081547662905
"2010-07",0.5864139116073,0.329147234616306,0.43024249173194,0.371006746715323,0.243984938428783
"2010-08",0.555040428719258,0.295310246849513,0.392066863331238,0.316034076539269,0.179671756157976
"2010-09",0.533622599770398,0.297692303023378,0.395002706636842,0.305165016515152,0.112247252109187
"2010-10",0.522531199468038,0.215366060229358,0.343742576236742,0.316644351959151,0.137241456955463
"2010-11",0.549302858134338,0.242950932736304,0.317223189135221,0.379446930018956,0.173939143786157
"2010-12",0.542976113480977,0.264238817767282,0.273620540796739,0.356791812311378,0.191071771175053
"2011-01",0.559842300546407,0.283875971086869,0.289263898821526,0.270099804841579,0.168177431420009
"2011-02",0.517342514808673,0.23895099507591,0.234320273006102,0.241125315455668,0.155377345884509
"2011-03",0.500973360646804,0.241150982907957,0.23641989089287,0.275868191692802,0.140266853435353
"2011-04",0.509424113685535,0.249197816568395,0.262314504943553,0.322186404481575,0.114894518057048
"2011-05",0.521879832882593,0.274385018666209,0.300130584430804,0.363649684221534,0.0902660677083838
"2011-06",0.525905166541477,0.319059716203517,0.353256245791157,0.370601997892025,0.107901326557432
"2011-07",0.543302893235726,0.323905293803283,0.385155052261789,0.359489422033181,0.0968861131913931
"2011-08",0.532280707931716,0.376085282558628,0.419648171811164,0.405363964066527,0.169428394961752
"2011-09",0.523695386157321,0.417017978283574,0.426685485413095,0.418220973336405,0.188475319672823
"2011-10",0.542701130271201,0.411868552731667,0.427456218719846,0.449664046171896,0.149291206527892
"2011-11",0.569460262509492,0.408838158313344,0.436424563589453,0.456942984649243,0.129307393784702
"2011-12",0.576537700571441,0.411579573492759,0.443310017064125,0.427461422817965,0.0755309220187224
"2012-01",0.542256210550088,0.342394751758783,0.386704938471833,0.360262022070941,0.106722346258408
"2012-02",0.54104732193197,0.318714362963096,0.37375071116093,0.320256250054979,0.107815958911346
"2012-03",0.516123715259898,0.317810793766543,0.336018797239345,0.291633035691828,0.152126835609709
"2012-04",0.499463892950216,0.24714716000868,0.31237738402171,0.255424472329354,0.144756594301272
"2012-05",0.488086828177404,0.247826909931728,0.327689956582246,0.271966872722448,0.136614601276475
"2012-06",0.480549406096412,0.233643449818173,0.340802902108709,0.294214870354791,0.0831265193650968
"2012-07",0.485519975846731,0.244760482276483,0.343572282962666,0.303958152078023,0.119071305731259
"2012-08",0.468275486685389,0.228686294692293,0.315837592829793,0.308937467838156,0.124122867108506
"2012-09",0.518139355911174,0.276860181550003,0.357260533441144,0.320708291010786,0.121176819483405
"2012-10",0.525409221537299,0.287505617906533,0.350798138991387,0.327479283317747,0.136864283487002
"2012-11",0.536281863139298,0.286670535114857,0.338708347197769,0.336077251864054,0.155554387728473
"2012-12",0.536471004131111,0.231222966790075,0.27412453261966,0.319221921227282,0.135700461471833
"2013-01",0.531679462852501,0.26467706515366,0.249335280681817,0.315704015503285,0.125974320573585
"2013-02",0.509520371995659,0.237841004065062,0.220185917493533,0.289301042244403,0.110543759677278
"2013-03",0.559330693052391,0.251522135251825,0.240113833855358,0.336602769778102,0.0854729337224438
"2013-04",0.547298046367251,0.254471234115672,0.216679907894753,0.325815692607514,0.0826492144154544
"2013-05",0.560905678886258,0.297432787915535,0.207397880362914,0.299799469458408,0.123911299584506
"2013-06",0.594678945123165,0.299209869782841,0.297107488346581,0.365600269868012,0.137871573299833
"2013-07",0.596704299987521,0.312255598375058,0.360650588208674,0.423445204655154,0.16908984682192
"2013-08",0.585547068602416,0.309374199361735,0.355561918892129,0.395092681522712,0.183145732106854
"2013-09",0.541887698511092,0.316576788670767,0.341629910264791,0.354538858770277,0.174418482854506
"2013-10",0.506715515161117,0.277908284180079,0.320443366022972,0.301659406611248,0.0954338900677084
"2013-11",0.542404662649404,0.304677155609565,0.352411638150789,0.320370837467644,0.0551860407006136
"2013-12",0.540770620030247,0.268608440210686,0.329400711034752,0.279909849653107,0.047858690061129
"2014-01",0.548866915529198,0.267174820800654,0.374449044653127,0.265981974512174,0.0804774402312181
"2014-02",0.504849555945164,0.249525254630568,0.364159724184405,0.259433219908073,0.0699802471905142
"2014-03",0.498945094862442,0.227741029337471,0.328164692947319,0.260229841947217,0.0423636190489461
"2014-04",0.535308326181594,0.197752703699612,0.348431250314353,0.270550992801328,-0.0155412947593328
"2014-05",0.534921728318505,0.196277612181864,0.323172478932884,0.232428196081187,0.0337239195740852
"2014-06",0.517136148629759,0.168080351524276,0.301057779608939,0.206791360442078,0.0478070796425234
"2014-07",0.52400420239664,0.180032216059474,0.304727473761927,0.229123000090817,0.0503197830446454
"2014-08",0.560248318989778,0.207045683591483,0.321943215816805,0.242373960575066,0.0404050248397437
"2014-09",0.529431502416825,0.231554310272086,0.254486056232387,0.277459963060394,0.0591101307491049
"2014-10",0.495141697655417,0.204586536337146,0.21397445899955,0.255541900850649,0.073137465587683
"2014-11",0.505508973740088,0.209876679939893,0.235510021087398,0.247576936986531,0.0882770059366196
"2014-12",0.50780296869011,0.192866926969043,0.237470775685368,0.180739049611313,0.05735089351662
"2015-01",0.485313318387999,0.139574670184287,0.169981512568895,0.0967587637763392,-0.0315313988728278
"2015-02",0.479891762788428,0.107616061672732,0.137429975502551,0.0848158072888392,0.00977490302934518
"2015-03",0.473815023189694,0.135086185298615,0.143588339636504,0.085696019402196,0.0704466340130027
"2015-04",0.522783595938868,0.206192344799595,0.217940119242092,0.133325751296476,0.114231751017886
"2015-05",0.547730164006948,0.245480868657698,0.300788324994538,0.257702060528506,0.0687006709044517
"2015-06",0.53430726151767,0.233821777431206,0.224264290892652,0.214032903338188,0.032371148837219
"2015-07",0.54922704379988,0.255523774170518,0.220135346184783,0.293640061453917,0.0930991867498915
"2015-08",0.55786836160677,0.2884767739019,0.23831649051175,0.302557308578272,0.146720086213909
"2015-09",0.560121720121631,0.354251309028526,0.27999175737158,0.343655349609852,0.210147494339413
"2015-10",0.548330977580282,0.350549861135649,0.294678809853668,0.353381417594651,0.207077671077169
"2015-11",0.538551220464557,0.353599192493297,0.285911381872106,0.359683989015456,0.164945699135883
"2015-12",0.521318339181277,0.301086711256403,0.213842716670077,0.359489842203453,0.102137470881873
"2016-01",0.563405375544082,0.366525178416956,0.338950297763491,0.437022965887709,0.209348676447956
"2016-02",0.550557941246553,0.331471268615176,0.320276391466391,0.421069711092916,0.192621154339999
"2016-03",0.560753642581842,0.312722688972365,0.307622381591701,0.389977634967546,0.204147965558717
"2016-04",0.538354028005338,0.26117692832048,0.298872450329568,0.387469657641619,0.171530907909598
"2016-05",0.57193271689349,0.285334708780428,0.352716529466674,0.422930837897112,0.187186593674137
"2016-06",0.563327144274491,0.35268488195335,0.384403500271694,0.40065148377389,0.193800780366719
"2016-07",0.535242732784212,0.354572372021272,0.396022107545661,0.402407242413945,0.180789764001209
"2016-08",0.478371040865218,0.265226447049886,0.338609421381739,0.319468079748248,0.145766178233714
"2016-09",0.490778711231679,0.269212446090302,0.364005951858072,0.325854723172282,0.153113225284627
"2016-10",0.515439577616512,0.32839844610499,0.347060001142837,0.318637977023442,0.129148036958181
"2016-11",0.516503433564595,0.332226738309539,0.361276013573462,0.320248298809001,0.121840217211732
"2016-12",0.514106906112083,0.313482988868684,0.318717645192493,0.274213826539844,0.122485526452015
"2017-01",0.506461707787179,0.310647310633253,0.291751601247115,0.277903110138693,0.154070969314342
"2017-02",0.492434500631149,0.308031647180787,0.290924403919447,0.276723533903245,0.160645181605127
"2017-03",0.486206556079838,0.281554061375381,0.320679501604886,0.253212660649272,0.118550444686684
"2017-04",0.488123017182447,0.237993155436536,0.285215084520462,0.269689916675366,0.0309665794296182
"2017-05",0.448254298928522,0.146152145897619,0.125874380153923,0.208783119902274,0.00453510817162091
"2017-06",0.448147863377317,0.140043262441209,0.155265380266316,0.188616456591909,0.0293951976220914
"2017-07",0.428054586643424,0.17016049582684,0.192597361270237,0.209362914380064,0.0274062501780897
"2017-08",0.449520565148309,0.213897830138841,0.227593785871173,0.200981153463686,0.0554800861729227
"2017-09",0.447099393116153,0.208868149516782,0.19461637296077,0.172651752233421,0.0636171275125987
"2017-10",0.475098653036604,0.243635270162204,0.243050067987894,0.243837892159517,0.12093251591068
"2017-11",0.481460249888365,0.247309365909018,0.238804933578954,0.281740989849167,0.137942000226911
"2017-12",0.491580108709749,0.234668153917475,0.26194378123395,0.283125817928549,0.116899375473436
"2018-01",0.555731140007654,0.32012786700792,0.25004275282675,0.391743056100396,0.182293466407065
"2018-02",0.614735303627874,0.35250164131447,0.294781769291482,0.413001041538037,0.117709515143983
"2018-03",0.627738422868901,0.3789090859993,0.34939005762326,0.441784633453795,0.127271861648478
"2018-04",0.622897262314993,0.41061580876803,0.391054391325692,0.451906152008843,0.150848436067388
"2018-05",0.574851118278461,0.378913815214564,0.279245515196214,0.359285070855965,0.122667370907969
"2018-06",0.601385558552573,0.433119937173705,0.381165067748754,0.402440334532751,0.119281796047899
"2018-07",0.627930317721867,0.444208723529194,0.43696460952777,0.396255386551876,0.172187254156909
"2018-08",0.620678282509871,0.361768929656905,0.389237085818981,0.376150683686698,0.145497888851051
"2018-09",0.62312806809234,0.324845028238611,0.361110381236802,0.372922002218782,0.149772476568011
"2018-10",0.657655604537573,0.430657567422353,0.461250620311823,0.466631770309929,0.287170056822048
"2018-11",0.632767084296369,0.401631531662738,0.462634175865163,0.433184723532717,0.246127016808289
"2018-12",0.619452189933156,0.372827517530129,0.450033086847115,0.409182548613071,0.222454353447337
"2019-01",0.608639167238384,0.369574008363159,0.434636908442615,0.403538534023331,0.211766731266223
"2019-02",0.588110987947608,0.387834873608588,0.374022774590085,0.402473615249004,0.201653964549695
"2019-03",0.582212006040144,0.4092735992859,0.344362218303993,0.385310393861062,0.180959495111669
"2019-04",0.594652564170804,0.394963998545816,0.372359727371037,0.390685581721082,0.183621057061157
"2019-05",0.58568914518095,0.379724250655469,0.35105473420453,0.434640877147095,0.256091389976156
"2019-06",0.544237829071882,0.332793146505793,0.332597938718051,0.40180366531739,0.213665458875174
"2019-07",0.555957100414521,0.364202715885906,0.351515070408814,0.427540956506265,0.210801840230292
"2019-08",0.573400429738741,0.399206750012083,0.388544104287582,0.435036652036754,0.229967659195693
"2019-09",0.533895022013273,0.369007513269952,0.371210339875925,0.38789975916869,0.185947224923914
"2019-10",0.495851438749489,0.331665875745254,0.331901610364323,0.356290900211234,0.162343293093012
"2019-11",0.525338535886087,0.317945790099984,0.360927892868704,0.337705610499398,0.172180268319602
"2019-12",0.554310661257007,0.340975750724393,0.376151676337212,0.31983902317864,0.158147402535258
"2020-01",0.536624973491859,0.308005219559691,0.323207626939332,0.29718829352004,0.131945987745691
"2020-02",0.611290764460457,0.432140451562486,0.526214584268284,0.5305600608122,0.31171659465422
"2020-03",0.62493217603842,0.444879307209904,0.532552334803894,0.541659261148235,0.287552053589817
"2020-04",0.631324197761508,0.447144446724998,0.524544918425607,0.543097956591629,0.300228183071326
"2020-05",0.577490088425459,0.435707838966705,0.493607279629507,0.51730961073946,0.280580110443512
"2020-06",0.595496672248849,0.431572625099316,0.483071600016725,0.496639280783048,0.248997546167058
"2020-07",0.631361708558506,0.388461846542646,0.444040478496965,0.461980997792798,0.241466822876749
"2020-08",0.584751336697334,0.314512019473983,0.362067360138467,0.383383964220846,0.248645417906982
"2020-09",0.568573682296385,0.272125443590654,0.321116950376984,0.365472623342339,0.217290052348044
"2020-10",0.613723192758835,0.259670724006666,0.389366453892502,0.433480228130894,0.290956301996472
"2020-11",0.60538039273283,0.304525416442739,0.415927437549578,0.42701932476379,0.29223712388716
"2020-12",0.561096826718956,0.319125007813614,0.391642896469773,0.392486464975929,0.278548504722334
"2021-01",0.5129211626632,0.246799946868728,0.390360799574743,0.321136448248507,0.211480434936409
"2021-02",0.525309540830585,0.303062413263906,0.401790319314066,0.325221168694194,0.17347667641812
"2021-03",0.573639291732738,0.352447794235127,0.441088985151115,0.226373781289085,0.124925285453412
"2021-04",0.569271566131201,0.336942838716661,0.415732543398474,0.239171301910111,0.13322831243935
"2021-05",0.53405237739236,0.267909958177683,0.324162760726378,0.199343362621091,0.0919953830454133
"2021-06",0.533439088597744,0.221248287844985,0.29093042895982,0.223498626901794,0.0915132476189245
"2021-07",0.548024980980659,0.210264658277468,0.298706864538904,0.239026655993057,0.0627671619881937
"2021-08",0.60211602521647,0.234591942089596,0.283132648495778,0.254562872388604,0.0529932106537571
"2021-09",0.586786279303167,0.297936585599572,0.273401559890594,0.258690777191054,0.0616968732283763
"2021-10",0.533550549216157,0.267442806371156,0.246778877300273,0.252820826273811,0.0743243850609706
"2021-11",0.504169681123888,0.256686967017888,0.240645928256618,0.241453369185697,0.0706487905781437
"2021-12",0.476001130231669,0.296653949231053,0.275432032865624,0.255353619963788,0.0777228209992675
"2022-01",0.475914268180019,0.350440461227542,0.313972684446521,0.256239530706856,0.124887159362299
"2022-02",0.495727214898576,0.39520924438437,0.388749257362928,0.340738579347601,0.166926988490795
"2022-03",0.558887647071741,0.396235212296753,0.414969604763962,0.347203817499424,0.198705566949115
"2022-04",0.597848376681341,0.339248942391856,0.382571621263801,0.326235793931376,0.165580907677392
"2022-05",0.577815652392964,0.294993883680888,0.344858611266893,0.283571400559223,0.13558324395637
"2022-06",0.568181877854135,0.293864435735735,0.331778772223504,0.275234060593287,0.131289269964838
"2022-07",0.589539543383747,0.28753471505591,0.335796237461334,0.25376591657266,0.134507087064754
"2022-08",0.599915447963112,0.324889167075073,0.328703298843989,0.25754697860952,0.11609547704794
"2022-09",0.554038519118149,0.320931427896787,0.318751086506492,0.291546300419354,0.1233600618068
"2022-10",0.557678025048744,0.332802171050279,0.357308918336734,0.308686582688037,0.0995535198833384
"2022-11",0.606434632880056,0.282627969198028,0.352420715687417,0.262758887675947,0.031395644420677
"2022-12",0.611306150081406,0.280711689655031,0.348489693408444,0.291377967701219,0.0333406724645675
"2023-01",0.595772567703247,0.262035503332837,0.322115511384051,0.279183525032697,0.0210475174449826
"2023-02",0.57528782877711,0.217029682035745,0.309997264994273,0.224743486627472,0.0490434853968904
"2023-03",0.543064588726871,0.22194562375916,0.311227568489463,0.186310380612847,0.0453851714530019
"2023-04",0.549166666863988,0.24239650109389,0.310631773280022,0.226033909319496,0.0462351590107365
"2023-05",0.576288624596935,0.24632832501917,0.318418426743945,0.20290784478257,0.0835305475937834
"2023-06",0.56944452034844,0.289824573967096,0.327292686873946,0.239992971321244,0.157221958204459
"2023-07",0.593193190675181,0.319514781397339,0.357464828524275,0.309192008714889,0.19858665710828
"2023-08",0.607330150918739,0.308140088656159,0.365874143298789,0.369330297487106,0.188510400858803
